"date","course","time","race_name","class","band","distance","going","pos","draw","btn","name","sp","age","weight","gear","jockey","trainer","or","ts","rpr","prize","comment"
21 Oct 2018,Chantilly,4:30,Prix du Conseil de Paris  (3yo+) (Turf),Group 2,3yo+,1m4f,Good,2,1,nk,Time Shanakill,61/10,5,9-2,,G Botti,Olivier Peslier,,,111,25309.73,Settled in 3rd - pushed along to chase eventual winner 2 1/2f out - ridden 1 1/2f out - kept on and pressed leader final 110yds but always just held
21 Oct 2018,Chantilly,4:30,Prix du Conseil de Paris  (3yo+) (Turf),Group 2,3yo+,1m4f,Good,3,2,2.25,Master's Spirit,11/5,7,9-2,,J Reynier,Christophe Soumillon,,,107,12079.65,Soon led at steady pace - asked to quicken when challenged over 2f out - soon headed and under pressure - kept on same pace inside final furlong
21 Oct 2018,Chantilly,4:30,Prix du Conseil de Paris  (3yo+) (Turf),Group 2,3yo+,1m4f,Good,4,4,3.25,Nagano Gold,29/10,4,9-2,,V Luka Jr,Gerald Mosse,,,106,8053.10,Settled in 4th - dropped to last 4f out - pushed along and effort on outer 3f out - ridden 2f out - kept on same pace final furlong - never dangerous
21 Oct 2018,Chantilly,4:30,Prix du Conseil de Paris  (3yo+) (Turf),Group 2,3yo+,1m4f,Good,5,5,5.75,Way To Paris,2/1F,5,9-2,,Andrea Marcialis,Cristian Demuro,,,102,4026.55,Waited with in rear - progress to dispute 2nd well over 3f out - asked for effort 2 1/2f out - not quicken and soon ridden - weakened inside final furlong - no extra
17 Jun 2018,Chantilly,3:45,Prix Hocquart Longines  (3yo Colts & Fillies) (Turf),Group 2,3yo Fillies,1m4f,Good To Soft,1,5,,Nocturnal Fox,153/10,3,9-2,,A Fabre,Mickael Barzalona,,81,107,65575.22,In touch - steady progress to dispute lead 2f out - pushed along and led 1 1/2f out - ridden entering final furlong - hard pressed towards finish - all out
17 Jun 2018,Chantilly,3:45,Prix Hocquart Longines  (3yo Colts & Fillies) (Turf),Group 2,3yo Fillies,1m4f,Good To Soft,2,2,hd,Al Malhouf,9/2,3,9-2,b,F Chappet,Christophe Soumillon,,80,106,25309.73,Disputed early until soon tracked leader on inner - switched off rail and pushed along 1 1/2f out - ridden to chase leader inside final furlong - ran on strongly closing stages - just held
17 Jun 2018,Chantilly,3:45,Prix Hocquart Longines  (3yo Colts & Fillies) (Turf),Group 2,3yo Fillies,1m4f,Good To Soft,3,4,nk,Hush Writer,17/1,3,9-2,,F-H Graffard,Cristian Demuro,,79,106,12079.65,Held up well in touch in last pair - slightly hampered 2f out - pushed along to chase leader 1 1/2f out - ridden disputing 2nd entering final furlong - kept on under pressure towards finish - not quite reach winner
17 Jun 2018,Chantilly,3:45,Prix Hocquart Longines  (3yo Colts & Fillies) (Turf),Group 2,3yo Fillies,1m4f,Good To Soft,4,3,2,Pharrell,16/5,3,9-2,,J-C Rouget,Jean-Bernard Eyquem,,75,103,8053.10,Disputed early - led after 2f - tried to quicken 2f out - soon headed and under pressure 1 1/2f out - kept on gamely inside final furlong - never getting back on terms
17 Jun 2018,Chantilly,3:45,Prix Hocquart Longines  (3yo Colts & Fillies) (Turf),Group 2,3yo Fillies,1m4f,Good To Soft,5,8,2.75,King Of Camelot,58/10,3,9-2,,A Fabre,Pierre-Charles Boudot,,73,102,4026.55,Held up in rear - angled out and effort 2f out - ridden entering final furlong - kept on but never troubled leaders
17 Jun 2018,Chantilly,3:45,Prix Hocquart Longines  (3yo Colts & Fillies) (Turf),Group 2,3yo Fillies,1m4f,Good To Soft,6,7,3,Solesili,16/1,3,9-2,,C Laffon-Parias,Maxime Guyon,,72,101,,Tracked leader on outer - progress to dispute lead 2f out - ridden and unable to quicken 1 1/2f out - one pace from over 1f out
17 Jun 2018,Chantilly,3:45,Prix Hocquart Longines  (3yo Colts & Fillies) (Turf),Group 2,3yo Fillies,1m4f,Good To Soft,7,1,3,Master Of Reality,41/10,3,9-2,b,P Bary,Theo Bachelot,,71,101,,Midfield on inner - effort on far rail over 2f out - limited response and kept on same pace over 1f out - never dangerous
17 Jun 2018,Chantilly,3:45,Prix Hocquart Longines  (3yo Colts & Fillies) (Turf),Group 2,3yo Fillies,1m4f,Good To Soft,8,6,3.5,Aspetar,3/1F,3,9-2,,Roger Charlton,Kieran Shoemark,,70,100,,Held up towards rear - pushed along 2f out - ridden and no impression 1 1/2f out - one pace from over 1f out - never dangerous
3 Jun 2018,Chantilly,2:35,Grand Prix de Chantilly  (4yo+) (Turf),Group 2,4yo+,1m4f,Soft,1,3,,Waldgeist,5/2,4,9-0,,A Fabre,Pierre-Charles Boudot,,79,119,65575.22,Close up - steady progress to dispute lead 1 1/2f out - pushed along and led entering final furlong - drew clear under hands and heels closing stages - comfortably
3 Jun 2018,Chantilly,2:35,Grand Prix de Chantilly  (4yo+) (Turf),Group 2,4yo+,1m4f,Soft,2,5,3,Dschingis Secret,9/1,5,9-6,,Markus Klug,Martin Seidl,,79,119,25309.73,In touch in final trio - switched left and effort 2f out - ridden 1 1/2f out - 3rd entering final furlong - ran on well closing stages - no chance with winner
3 Jun 2018,Chantilly,2:35,Grand Prix de Chantilly  (4yo+) (Turf),Group 2,4yo+,1m4f,Soft,3,7,3,Way To Paris,10/1,5,9-0,,Antonio Marcialis,Cristian Demuro,,72,113,12079.65,Held up in touch in rear - ridden and progress outside rivals over 1 1/2f out - ran on strongly final furlong - took 3rd final 50yds - no chance with winner
3 Jun 2018,Chantilly,2:35,Grand Prix de Chantilly  (4yo+) (Turf),Group 2,4yo+,1m4f,Soft,4,1,3.5,Rare Rhythm,11/1,6,9-0,,Charlie Appleby,William Buick,,71,112,8053.10,Led after 1f - tried to quicken 2f out - under pressure and headed 1 1/2f out - lost 2 places inside final furlong - no extra
3 Jun 2018,Chantilly,2:35,Grand Prix de Chantilly  (4yo+) (Turf),Group 2,4yo+,1m4f,Soft,5,2,5.25,Finche,13/1,4,9-0,,A Fabre,Vincent Cheminaud,,67,110,4026.55,Tracked leader - pushed along 2f out - soon ridden and unable to quicken - kept on same pace over 1f out
3 Jun 2018,Chantilly,2:35,Grand Prix de Chantilly  (4yo+) (Turf),Group 2,4yo+,1m4f,Soft,6,6,6.5,Cloth Of Stars,11/10F,5,9-0,,A Fabre,Mickael Barzalona,,64,108,,Raced in final pair - progress into 4th over halfway - not clear run when effort on far rail over 1 1/2f out - kept on one pace final furlong
3 Jun 2018,Chantilly,2:35,Grand Prix de Chantilly  (4yo+) (Turf),Group 2,4yo+,1m4f,Soft,7,4,8.5,Tiberian,41/5,6,9-4,,Alain Couetil,Olivier Peslier,,64,108,,In touch - pushed along 2f out - limited response and weakened over 1f out - eased close home
3 Jun 2018,Chantilly,2:00,Prix du Gros-Chene  (3yo+) (Turf),Group 2,3yo+,5f,Soft,1,1,,Finsbury Square,9/1,6,9-3,,M Delcher Sanchez,Olivier Peslier,,77,114,65575.22,Held up towards rear - moved smoothly into contention under 2f out - pushed along to lead 1f out - soon took control under hands and heels - comfortably
3 Jun 2018,Chantilly,2:00,Prix du Gros-Chene  (3yo+) (Turf),Group 2,3yo+,5f,Soft,2,5,2.5,Gold Vibe,2/1F,5,9-3,,P Bary,Christophe Soumillon,,67,105,25309.73,Tracked leaders - pushed along to make headway from 2f out - ridden along inside final furlong - went 2nd 50yds out but no chance with easy winner
3 Jun 2018,Chantilly,2:00,Prix du Gros-Chene  (3yo+) (Turf),Group 2,3yo+,5f,Soft,3,6,2.75,A Momentofmadness,59/10,5,9-3,,Charles Hills,William Buick,,66,104,12079.65,Disputed lead after 1/2f until going on after 2f - pushed along 2f out - soon pressed and ridden - headed 1f out - not pace to go with winner - driven along and kept on well - lost 2nd 50yds out - ridden out
3 Jun 2018,Chantilly,2:00,Prix du Gros-Chene  (3yo+) (Turf),Group 2,3yo+,5f,Soft,4,3,2.75,My Lea,21/1,4,9-2,,V Fazio,Cristian Demuro,,64,103,8053.10,Last early - soon switched to far side and headway after 1 1/2f - still towards rear when shaken up 2f out - stayed on final 2f without ever dangerous
3 Jun 2018,Chantilly,2:00,Prix du Gros-Chene  (3yo+) (Turf),Group 2,3yo+,5f,Soft,5,2,3,Soho Universe,42/1,4,9-3,b,I Endaltsev,Antoine Hamelin,,64,103,4026.55,Quickly into stride - chased leaders - pushed along to try and close 2f out - no impression and lost position entering final furlong - kept on same pace under strong drive final furlong
3 Jun 2018,Chantilly,2:00,Prix du Gros-Chene  (3yo+) (Turf),Group 2,3yo+,5f,Soft,6,4,3,Rimini,10/1,3,8-10,,C Ferland,Julien Auge,,60,100,,Towards rear - headway over 2f out - shaken up and continued to stay on into midfield final 2f - never threatened
3 Jun 2018,Chantilly,2:00,Prix du Gros-Chene  (3yo+) (Turf),Group 2,3yo+,5f,Soft,7,7,3.25,Son Cesio,31/10,7,9-7,,H-A Pantall,Pierre-Charles Boudot,,66,106,,Disputed lead first 2f - shaken up in 2nd 2f out - ridden and lost position entering final furlong - kept on same pace under pressure - ridden out
3 Jun 2018,Chantilly,2:00,Prix du Gros-Chene  (3yo+) (Turf),Group 2,3yo+,5f,Soft,8,8,5.25,Cox Bazar,79/10,4,9-3,,C Ferland,Stephane Pasquier,,54,95,,Disputed lead first 2f - shaken up in 3rd 2f out - kept on until weakening final furlong - eased late on
3 Jun 2018,Chantilly,2:00,Prix du Gros-Chene  (3yo+) (Turf),Group 2,3yo+,5f,Soft,9,9,9.75,Cheikeljack,9/1,5,9-3,,H-A Pantall,Maxime Guyon,,36,79,,Midfield - pushed along and outpaced after 2f - soon last - well beaten when eased final furlong
3 Jun 2018,Chantilly,1:30,Prix de Sandringham  (3yo Fillies) (Turf),Group 2,3yo Fillies,1m,Soft,1,1,,Mission Impassible,42/10,3,8-11,,J-C Rouget,Cristian Demuro,,63,110,65575.22,Close up on inner - pushed along to chase leader 2f out - progress under pressure inside final furlong - led final 110yds - ridden out
3 Jun 2018,Chantilly,1:30,Prix de Sandringham  (3yo Fillies) (Turf),Group 2,3yo Fillies,1m,Soft,2,3,.75,Crown Walk,9/1,3,8-11,,H-A Pantall,Mickael Barzalona,,61,108,25309.73,Held up in final pair - pushed along in rear 2f out - steady progress on far rail from 1 1/2f out - switched left inside final furlong - ran on well - not reach winner
3 Jun 2018,Chantilly,1:30,Prix de Sandringham  (3yo Fillies) (Turf),Group 2,3yo Fillies,1m,Soft,3,7,1.75,Efaadah,27/10,3,8-11,,F Head,Aurelien Lemaitre,,58,106,12079.65,Led - quickened over 2f out - hard pressed and ridden entering final furlong - headed final 110yds - lost 2nd close home - no extra
3 Jun 2018,Chantilly,1:30,Prix de Sandringham  (3yo Fillies) (Turf),Group 2,3yo Fillies,1m,Soft,4,5,2,Shamtee,68/10,3,8-11,,X Thomas-Demeaulte,Olivier Peslier,,57,106,8053.10,Held up well in touch in final pair - effort over 2f out - some progress on outer from 1 1/2f out - ran on well final furlong - never reaching leaders
3 Jun 2018,Chantilly,1:30,Prix de Sandringham  (3yo Fillies) (Turf),Group 2,3yo Fillies,1m,Soft,5,6,3.5,Ellthea,10/1,3,8-11,,K R Burke,Colm O'Donoghue,,52,102,4026.55,Held up in touch on outer - nudged along 2 1/2f out - ridden and unable to quicken 2f out - not able to match pace of leaders over 1f out - no extra closing stages
3 Jun 2018,Chantilly,1:30,Prix de Sandringham  (3yo Fillies) (Turf),Group 2,3yo Fillies,1m,Soft,6,4,5.25,Altyn Orda,21/10F,3,8-11,,Roger Varian,Andrea Atzeni,,47,98,,Tracked leader - pushed along over 2f out - soon ridden and unable to go pace of leaders - weakened final furlong
3 Jun 2018,Chantilly,1:30,Prix de Sandringham  (3yo Fillies) (Turf),Group 2,3yo Fillies,1m,Soft,7,2,9.25,Blue Valley,11/1,3,8-11,,A Fabre,Pierre-Charles Boudot,,35,90,,Held up in touch - effort over 2f out - soon ridden and limited response - weakened over 1f out - never threatened
1 Oct 2018,Chantilly,5:10,Prix de Conde  (2yo) (Turf),Group 3,2yo,1m1f,Good To Soft,1,2,,Line of Duty,EvensF,2,8-13,,Charlie Appleby,William Buick,,49,105,35398.23,Always close up on inner - not much room from 1 1/2f out - gap appeared and quickened to lead 100yds out - readily
1 Oct 2018,Chantilly,5:10,Prix de Conde  (2yo) (Turf),Group 3,2yo,1m1f,Good To Soft,2,5,1.25,Syrtis,71/10,2,8-13,,A Fabre,Pierre-Charles Boudot,,45,103,14159.29,Chased leader on outer - ridden and stayed on over 1f out - not able to match pace of winner
1 Oct 2018,Chantilly,5:10,Prix de Conde  (2yo) (Turf),Group 3,2yo,1m1f,Good To Soft,3,3,1.5,Wonderment,83/10,2,8-9,,N Clement,Stephane Pasquier,,40,98,10619.47,Held up in rear - driven and little impression over 1 1/2f out - stayed on well final furlong - took 3rd final strides - never quite on terms with first two
1 Oct 2018,Chantilly,5:10,Prix de Conde  (2yo) (Turf),Group 3,2yo,1m1f,Good To Soft,4,1,1.5,El Ingrato,11/2,2,8-13,,M Delcher Sanchez,Olivier Peslier,,43,102,7079.65,Led - ridden and raised tempo 1 1/2f out - kept on under pressure - headed last 100yds - no extra - lost 3rd final strides
1 Oct 2018,Chantilly,5:10,Prix de Conde  (2yo) (Turf),Group 3,2yo,1m1f,Good To Soft,5,4,2,Romanciere,11/5,2,8-9,,A Fabre,Maxime Guyon,,37,97,3539.82,Raced in final pair - 4th and driven over 1f out - stayed on final furlong - not pace to challenge
1 Sep 2018,Chantilly,1:20,Prix d'Arenberg  (2yo) (Turf),Group 3,2yo,5f,Good To Soft,1,3,,Soldier's Call,9/10F,2,9-0,,Archie Watson,Daniel Tudhope,,83,107,35398.23,Made all - driven from home 1 1/2f out - stayed on strongly final furlong - unchallenged
1 Sep 2018,Chantilly,1:20,Prix d'Arenberg  (2yo) (Turf),Group 3,2yo,5f,Good To Soft,2,8,1,Queen Of Bermuda,37/10,2,8-11,,William Haggas,Christophe Soumillon,,76,100,14159.29,Towards rear - headway more than 1 1/2f out - stayed on final furlong - not reach winner
1 Sep 2018,Chantilly,1:20,Prix d'Arenberg  (2yo) (Turf),Group 3,2yo,5f,Good To Soft,3,6,2.5,Kilfrush Memories,15/1,2,9-0,,F Chappet,Pierre-Charles Boudot,,73,98,10619.47,Always close up - ridden and not go with winner 1 1/2f out - kept on at same pace
1 Sep 2018,Chantilly,1:20,Prix d'Arenberg  (2yo) (Turf),Group 3,2yo,5f,Good To Soft,4,4,2.75,Milord's Song,17/1,2,9-0,,S Wattel,Theo Bachelot,,72,97,7079.65,Raced in midfield - pushed along from halfway - kept on inside final furlong - never able to get on terms
1 Sep 2018,Chantilly,1:20,Prix d'Arenberg  (2yo) (Turf),Group 3,2yo,5f,Good To Soft,5,7,3.75,She's A Babe,84/10,2,8-10,,Matthieu Palussiere,Antoine Hamelin,,64,89,3539.82,Tracked leading pair - not quicken when asked 1 1/2f out - kept on at one pace
1 Sep 2018,Chantilly,1:20,Prix d'Arenberg  (2yo) (Turf),Group 3,2yo,5f,Good To Soft,6,2,5,Second Generation,26/5,2,8-10,,James Tate,Tony Piccone,,59,85,,Towards rear - driven to chase leaders halfway - dropped away insiide final furlong
1 Sep 2018,Chantilly,1:20,Prix d'Arenberg  (2yo) (Turf),Group 3,2yo,5f,Good To Soft,7,1,6,Primeravez,18/1,2,8-10,,F Chappet,Maxime Guyon,,55,81,,Held up in final pair - stumbled slightly after 2f - driven and no impression from 2f out - never in contention
1 Sep 2018,Chantilly,1:20,Prix d'Arenberg  (2yo) (Turf),Group 3,2yo,5f,Good To Soft,8,5,6.5,Tudo Bem,29/1,2,9-0,,M Boutin,Eddy Hardouin,,57,83,,Waited with in rear - driven and no headway 2f out - never a factor
9 Jul 2018,Chantilly,2:20,Prix Chloe  (3yo Fillies) (Turf),Group 3,3yo Fillies,1m1f,Good,1,4,,Crown Walk,54/10,3,8-11,,H-A Pantall,William Buick,,27,107,35398.23,Tracked leader - disputed lead 2f out - led and pushed along to assert over 1f out - ridden entering final furlong - hard pressed closing stages - just held on - all out
9 Jul 2018,Chantilly,2:20,Prix Chloe  (3yo Fillies) (Turf),Group 3,3yo Fillies,1m1f,Good,2,2,nse,My Sister Nat,13/5,3,8-11,,F-H Graffard,Pierre-Charles Boudot,,26,107,14159.29,Settled in 4th - ridden to chase leader over 1f out - ran on strongly under pressure inside final furlong - every chance towards finish - just held
9 Jul 2018,Chantilly,2:20,Prix Chloe  (3yo Fillies) (Turf),Group 3,3yo Fillies,1m1f,Good,3,6,1.5,Flowrider,EvensF,3,8-11,,A Fabre,Mickael Barzalona,,21,104,10619.47,Well in touch towards rear - ridden and headway over 1f out - kept on inside final furlong - took 3rd close home - not match pace of front pair
9 Jul 2018,Chantilly,2:20,Prix Chloe  (3yo Fillies) (Turf),Group 3,3yo Fillies,1m1f,Good,4,3,1.75,Kodiak West,44/5,3,8-11,,M Delcher Sanchez,Olivier Peslier,,20,103,7079.65,Led at steady pace - asked to quicken when challenged 2f out - headed over 1f out and soon driven - kept on same pace inside final furlong - no extra
9 Jul 2018,Chantilly,2:20,Prix Chloe  (3yo Fillies) (Turf),Group 3,3yo Fillies,1m1f,Good,5,5,5.25,Beagling,19/1,3,8-11,,F Chappet,Cristian Demuro,,9,96,3539.82,Held up well in touch in rear - slightly outpaced and pushed along 2f out - unable to quicken and kept on same pace over 1f out - never a factor
9 Jul 2018,Chantilly,2:20,Prix Chloe  (3yo Fillies) (Turf),Group 3,3yo Fillies,1m1f,Good,6,1,6,Estijlaa,15/2,3,8-11,b,F Head,Aurelien Lemaitre,,7,95,,Settled in 3rd - ridden 2f out - no impression and weakened over 1f out - never dangerous
17 Jun 2018,Chantilly,2:25,Prix Paul de Moussac Longines  (3yo) (Turf),Group 3,3yo,1m,Good To Soft,1,1,,Wusool,16/5,3,8-11,,F Rohaut,Francois-Xavier Bertras,,84,112,35398.23,Chased leader - ridden 2f out - led 1 1/2f out - kept on strongly final furlong - ridden out
17 Jun 2018,Chantilly,2:25,Prix Paul de Moussac Longines  (3yo) (Turf),Group 3,3yo,1m,Good To Soft,2,6,3.5,Magic Bibou,71/10,3,8-11,,B De Montzey,Pierre-Charles Boudot,,73,104,14159.29,In touch - ridden and kept on well from over 2f out - went 2nd 50yds out - no impression on clear winner
17 Jun 2018,Chantilly,2:25,Prix Paul de Moussac Longines  (3yo) (Turf),Group 3,3yo,1m,Good To Soft,3,7,4,Wind Chimes,11/10F,3,8-9,,A Fabre,Ryan Moore,,69,101,10619.47,Held up towards rear - ridden and stayed on from 2f out - driven inside final furlong - nearest finish
17 Jun 2018,Chantilly,2:25,Prix Paul de Moussac Longines  (3yo) (Turf),Group 3,3yo,1m,Good To Soft,4,4,4,Glendevon,13/1,3,8-11,,Richard Hughes,Jamie Spencer,,70,103,7079.65,Led - ridden 2f out - headed 1 1/2f out - outpaced by winner over 1f out - no extra and lost 2 places last 50yds
17 Jun 2018,Chantilly,2:25,Prix Paul de Moussac Longines  (3yo) (Turf),Group 3,3yo,1m,Good To Soft,5,5,6.5,Infernal Majesty,11/1,3,8-11,,S Wattel,Theo Bachelot,,62,97,3539.82,Midfield - ridden and no impression from 2f out
17 Jun 2018,Chantilly,2:25,Prix Paul de Moussac Longines  (3yo) (Turf),Group 3,3yo,1m,Good To Soft,6,2,9.5,Merisi,23/1,3,8-11,,G Botti,Cristian Demuro,,53,90,,Held up towards rear - ridden and brief effort 2f out - soon no impression
17 Jun 2018,Chantilly,2:25,Prix Paul de Moussac Longines  (3yo) (Turf),Group 3,3yo,1m,Good To Soft,7,3,21.5,Deemster,5/1,3,8-11,,A Fabre,Mickael Barzalona,,17,63,,Awkward leaving stalls - always in rear - eased final furlong
